,Sentence_Num,Word,Tag
5696,Sentence: 516,since,U-o
5697,Sentence: 516,this,B-timeframe
5698,Sentence: 516,morning,L-timeframe
5699,Sentence: 517,i,B-o
5700,Sentence: 517,have,L-o
5701,Sentence: 517,body,B-symptom
5702,Sentence: 517,ache,L-symptom
5703,Sentence: 517,since,U-o
5704,Sentence: 517,yesterday,U-timeframe
5705,Sentence: 518,have,B-o
5706,Sentence: 518,you,I-o
5707,Sentence: 518,had,L-o
5708,Sentence: 518,shortness,B-symptom
5709,Sentence: 518,of,I-symptom
5710,Sentence: 518,breath,L-symptom
5711,Sentence: 518,or,U-o
5712,Sentence: 518,body,B-symptom
5713,Sentence: 518,ache,L-symptom
5714,Sentence: 518,since,U-o
5715,Sentence: 518,this,B-timeframe
5716,Sentence: 518,morning,L-timeframe
5717,Sentence: 519,yes,B-o
5718,Sentence: 519,i,I-o
5719,Sentence: 519,think,I-o
5720,Sentence: 519,i,I-o
5721,Sentence: 519,have,I-o
5722,Sentence: 519,severe,L-o
5723,Sentence: 519,cough,U-symptom
5724,Sentence: 520,i,B-o
5725,Sentence: 520,am,I-o
5726,Sentence: 520,not,I-o
5727,Sentence: 520,meeting,I-o
5728,Sentence: 520,people,I-o
5729,Sentence: 520,right,I-o
5730,Sentence: 520,now,I-o
5731,Sentence: 520,since,I-o
5732,Sentence: 520,i,I-o
5733,Sentence: 520,got,L-o
5734,Sentence: 520,skin,B-symptom
5735,Sentence: 520,rash,L-symptom
5736,Sentence: 520,which,B-o
5737,Sentence: 520,might,I-o
5738,Sentence: 520,be,I-o
5739,Sentence: 520,indicative,I-o
5740,Sentence: 520,of,I-o
5741,Sentence: 520,covid,L-o
5742,Sentence: 521,i,B-o
5743,Sentence: 521,developed,L-o
5744,Sentence: 521,fever,U-symptom
5745,Sentence: 521,since,U-o
5746,Sentence: 521,last,B-timeframe
5747,Sentence: 521,night,L-timeframe
5748,Sentence: 522,i,B-o
5749,Sentence: 522,think,I-o
5750,Sentence: 522,i,I-o
5751,Sentence: 522,should,I-o
5752,Sentence: 522,get,I-o
5753,Sentence: 522,a,I-o
5754,Sentence: 522,covid,I-o
5755,Sentence: 522,test,I-o
5756,Sentence: 522,done,I-o
5757,Sentence: 522,because,I-o
5758,Sentence: 522,i,I-o
5759,Sentence: 522,have,I-o
5760,Sentence: 522,symptoms,I-o
5761,Sentence: 522,like,L-o
5762,Sentence: 522,fever,U-symptom
5763,Sentence: 522,and,U-o
5764,Sentence: 522,nausea,U-symptom
5765,Sentence: 523,i,B-o
5766,Sentence: 523,had,I-o
5767,Sentence: 523,gone,I-o
5768,Sentence: 523,to,I-o
5769,Sentence: 523,meet,I-o
5770,Sentence: 523,my,I-o
5771,Sentence: 523,friend,L-o
5772,Sentence: 523,lee,U-first-name
5773,Sentence: 523,bao,U-last-name
5774,Sentence: 524,i,B-o
5775,Sentence: 524,had,I-o
5776,Sentence: 524,gone,I-o
5777,Sentence: 524,to,I-o
5778,Sentence: 524,meet,I-o
5779,Sentence: 524,my,I-o
5780,Sentence: 524,friend,L-o
5781,Sentence: 524,ling,U-first-name
5782,Sentence: 524,weng,U-last-name
5783,Sentence: 525,i,B-o
5784,Sentence: 525,am,I-o
5785,Sentence: 525,worried,I-o
5786,Sentence: 525,because,I-o
5787,Sentence: 525,i,I-o
5788,Sentence: 525,recently,I-o
5789,Sentence: 525,developed,L-o
5790,Sentence: 525,diarrhea,U-symptom
5791,Sentence: 525,and,B-o
5792,Sentence: 525,i,I-o
5793,Sentence: 525,think,I-o
5794,Sentence: 525,i,I-o
5795,Sentence: 525,might,I-o
5796,Sentence: 525,have,I-o
5797,Sentence: 525,covid,L-o
5798,Sentence: 526,i,B-o
5799,Sentence: 526,developed,L-o
5800,Sentence: 526,runny,B-symptom
5801,Sentence: 526,nose,L-symptom
5802,Sentence: 527,i,B-o
5803,Sentence: 527,have,I-o
5804,Sentence: 527,had,L-o
5805,Sentence: 527,sore,B-symptom
5806,Sentence: 527,throat,L-symptom
5807,Sentence: 527,since,U-o
5808,Sentence: 527,yesterday,U-timeframe
5809,Sentence: 528,i,B-o
5810,Sentence: 528,have,I-o
5811,Sentence: 528,been,I-o
5812,Sentence: 528,having,L-o
5813,Sentence: 528,muscle,B-symptom
5814,Sentence: 528,ache,L-symptom
5815,Sentence: 528,for,B-o
5816,Sentence: 528,a,I-o
5817,Sentence: 528,few,I-o
5818,Sentence: 528,hours,L-o
5819,Sentence: 529,i,B-o
5820,Sentence: 529,did,I-o
5821,Sentence: 529,not,I-o
5822,Sentence: 529,meet,L-o
5823,Sentence: 529,jun,U-first-name
5824,Sentence: 529,tuan,U-last-name
5825,Sentence: 529,yesterday,B-o
5826,Sentence: 529,because,I-o
5827,Sentence: 529,i,I-o
5828,Sentence: 529,have,L-o
5829,Sentence: 529,discolouration,B-symptom
5830,Sentence: 529,of,I-symptom
5831,Sentence: 529,toes,L-symptom
5832,Sentence: 529,which,B-o
5833,Sentence: 529,might,I-o
5834,Sentence: 529,be,I-o
5835,Sentence: 529,indicative,I-o
5836,Sentence: 529,of,I-o
5837,Sentence: 529,covid,L-o
5838,Sentence: 530,i,B-o
5839,Sentence: 530,had,I-o
5840,Sentence: 530,gone,I-o
5841,Sentence: 530,to,I-o
5842,Sentence: 530,meet,I-o
5843,Sentence: 530,my,I-o
5844,Sentence: 530,friend,L-o
5845,Sentence: 530,jiang,U-first-name
5846,Sentence: 530,koh,U-last-name
5847,Sentence: 531,i,B-o
5848,Sentence: 531,think,I-o
5849,Sentence: 531,i,I-o
5850,Sentence: 531,should,I-o
5851,Sentence: 531,get,I-o
5852,Sentence: 531,a,I-o
5853,Sentence: 531,covid,I-o
5854,Sentence: 531,test,I-o
5855,Sentence: 531,done,I-o
5856,Sentence: 531,because,I-o
5857,Sentence: 531,i,I-o
5858,Sentence: 531,have,I-o
5859,Sentence: 531,a,L-o
5860,Sentence: 531,tiredness,U-symptom
5861,Sentence: 531,and,U-o
5862,Sentence: 531,vomiting,U-symptom
5863,Sentence: 532,have,B-o
5864,Sentence: 532,you,I-o
5865,Sentence: 532,had,L-o
5866,Sentence: 532,congestion,U-symptom
5867,Sentence: 532,since,U-o
5868,Sentence: 532,last,B-timeframe
5869,Sentence: 532,night,L-timeframe
5870,Sentence: 533,i,B-o
5871,Sentence: 533,did,I-o
5872,Sentence: 533,not,I-o
5873,Sentence: 533,meet,L-o
5874,Sentence: 533,fai,U-first-name
5875,Sentence: 533,wah,U-last-name
5876,Sentence: 533,yesterday,B-o
5877,Sentence: 533,because,I-o
5878,Sentence: 533,i,I-o
5879,Sentence: 533,have,L-o
5880,Sentence: 533,dry,B-symptom
5881,Sentence: 533,cough,L-symptom
5882,Sentence: 533,which,B-o
5883,Sentence: 533,might,I-o
5884,Sentence: 533,be,I-o
5885,Sentence: 533,indicative,I-o
5886,Sentence: 533,of,I-o
5887,Sentence: 533,covid,L-o
5888,Sentence: 534,i,B-o
5889,Sentence: 534,think,I-o
5890,Sentence: 534,i,I-o
5891,Sentence: 534,should,I-o
5892,Sentence: 534,get,I-o
5893,Sentence: 534,a,I-o
5894,Sentence: 534,covid,I-o
5895,Sentence: 534,test,I-o
5896,Sentence: 534,done,I-o
5897,Sentence: 534,because,I-o
5898,Sentence: 534,i,I-o
5899,Sentence: 534,have,I-o
5900,Sentence: 534,a,L-o
5901,Sentence: 534,chest,B-symptom
5902,Sentence: 534,pain,L-symptom
5903,Sentence: 534,and,U-o
5904,Sentence: 534,runny,B-symptom
5905,Sentence: 534,nose,L-symptom
5906,Sentence: 535,good,B-exclamation
5907,Sentence: 535,evening,L-exclamation
5908,Sentence: 535,can,B-o
5909,Sentence: 535,you,I-o
5910,Sentence: 535,recommend,I-o
5911,Sentence: 535,me,I-o
5912,Sentence: 535,a,I-o
5913,Sentence: 535,good,I-o
5914,Sentence: 535,"doctor,",I-o
5915,Sentence: 535,i,I-o
5916,Sentence: 535,think,I-o
5917,Sentence: 535,i,I-o
5918,Sentence: 535,have,L-o
5919,Sentence: 535,sore,B-symptom
5920,Sentence: 535,throat,L-symptom
5921,Sentence: 536,i,B-o
5922,Sentence: 536,did,I-o
5923,Sentence: 536,not,I-o
5924,Sentence: 536,meet,L-o
5925,Sentence: 536,on,U-first-name
5926,Sentence: 536,xue,U-last-name
5927,Sentence: 536,yesterday,B-o
5928,Sentence: 536,because,I-o
5929,Sentence: 536,i,I-o
5930,Sentence: 536,have,L-o
5931,Sentence: 536,dry,B-symptom
5932,Sentence: 536,cough,L-symptom
5933,Sentence: 536,which,B-o
5934,Sentence: 536,might,I-o
5935,Sentence: 536,be,I-o
5936,Sentence: 536,indicative,I-o
5937,Sentence: 536,of,I-o
5938,Sentence: 536,covid,L-o
5939,Sentence: 537,since,U-o
5940,Sentence: 537,this,B-timeframe
5941,Sentence: 537,morning,L-timeframe
5942,Sentence: 537,i've,B-o
5943,Sentence: 537,been,I-o
5944,Sentence: 537,down,I-o
5945,Sentence: 537,with,L-o
5946,Sentence: 537,loss,B-symptom
5947,Sentence: 537,of,I-symptom
5948,Sentence: 537,speech,L-symptom
5949,Sentence: 538,have,B-o
5950,Sentence: 538,you,I-o
5951,Sentence: 538,had,L-o
5952,Sentence: 538,body,B-symptom
5953,Sentence: 538,ache,L-symptom
5954,Sentence: 538,or,U-o
5955,Sentence: 538,dry,B-symptom
5956,Sentence: 538,cough,L-symptom
5957,Sentence: 538,since,U-o
5958,Sentence: 538,this,B-timeframe
5959,Sentence: 538,morning,L-timeframe
5960,Sentence: 539,i,B-o
5961,Sentence: 539,have,I-o
5962,Sentence: 539,developed,L-o
5963,Sentence: 539,skin,B-symptom
5964,Sentence: 539,rash,L-symptom
5965,Sentence: 539,and,B-o
5966,Sentence: 539,i,I-o
5967,Sentence: 539,think,I-o
5968,Sentence: 539,i,I-o
5969,Sentence: 539,might,I-o
5970,Sentence: 539,have,I-o
5971,Sentence: 539,covid,L-o
5972,Sentence: 540,i,B-o
5973,Sentence: 540,am,I-o
5974,Sentence: 540,worried,I-o
5975,Sentence: 540,because,I-o
5976,Sentence: 540,i,I-o
5977,Sentence: 540,recently,I-o
5978,Sentence: 540,developed,L-o
5979,Sentence: 540,body,B-symptom
5980,Sentence: 540,ache,L-symptom
5981,Sentence: 540,since,U-o
5982,Sentence: 540,last,B-timeframe
5983,Sentence: 540,night,L-timeframe
5984,Sentence: 541,i,B-o
5985,Sentence: 541,am,I-o
5986,Sentence: 541,worried,I-o
5987,Sentence: 541,because,I-o
5988,Sentence: 541,i,I-o
5989,Sentence: 541,recently,I-o
5990,Sentence: 541,developed,L-o
5991,Sentence: 541,runny,B-symptom
5992,Sentence: 541,nose,L-symptom
5993,Sentence: 541,since,U-o
5994,Sentence: 541,last,B-timeframe
5995,Sentence: 541,month,L-timeframe
5996,Sentence: 542,i,B-o
5997,Sentence: 542,had,I-o
5998,Sentence: 542,gone,I-o
5999,Sentence: 542,to,I-o
6000,Sentence: 542,meet,I-o
6001,Sentence: 542,my,I-o
6002,Sentence: 542,friend,L-o
6003,Sentence: 542,shen,U-first-name
6004,Sentence: 542,pon,U-last-name
6005,Sentence: 543,i,B-o
6006,Sentence: 543,had,I-o
6007,Sentence: 543,gone,I-o
6008,Sentence: 543,to,I-o
6009,Sentence: 543,meet,I-o
6010,Sentence: 543,my,I-o
6011,Sentence: 543,friend,L-o
6012,Sentence: 543,chun,U-first-name
6013,Sentence: 543,un,U-last-name
6014,Sentence: 544,i,B-o
6015,Sentence: 544,am,I-o
6016,Sentence: 544,worried,I-o
6017,Sentence: 544,because,I-o
6018,Sentence: 544,i,I-o
6019,Sentence: 544,recently,I-o
6020,Sentence: 544,developed,L-o
6021,Sentence: 544,vomiting,U-symptom
6022,Sentence: 544,for,B-o
6023,Sentence: 544,a,I-o
6024,Sentence: 544,few,I-o
6025,Sentence: 544,hours,L-o
6026,Sentence: 545,i,B-o
6027,Sentence: 545,am,I-o
6028,Sentence: 545,worried,I-o
6029,Sentence: 545,because,I-o
6030,Sentence: 545,i,I-o
6031,Sentence: 545,recently,I-o
6032,Sentence: 545,developed,L-o
6033,Sentence: 545,body,B-symptom
6034,Sentence: 545,ache,L-symptom
6035,Sentence: 546,i,B-o
6036,Sentence: 546,did,I-o
6037,Sentence: 546,not,I-o
6038,Sentence: 546,meet,L-o
6039,Sentence: 546,xiu,B-first-name
6040,Sentence: 546,mei,L-first-name
6041,Sentence: 546,mon,U-last-name
6042,Sentence: 546,yesterday,B-o
6043,Sentence: 546,because,I-o
6044,Sentence: 546,i,I-o
6045,Sentence: 546,have,L-o
6046,Sentence: 546,muscle,B-symptom
6047,Sentence: 546,ache,L-symptom
6048,Sentence: 546,which,B-o
6049,Sentence: 546,might,I-o
6050,Sentence: 546,be,I-o
6051,Sentence: 546,indicative,I-o
6052,Sentence: 546,of,I-o
6053,Sentence: 546,covid,L-o
6054,Sentence: 547,hey,U-exclamation
6055,Sentence: 547,can,B-o
6056,Sentence: 547,you,I-o
6057,Sentence: 547,recommend,I-o
6058,Sentence: 547,me,I-o
6059,Sentence: 547,a,I-o
6060,Sentence: 547,good,I-o
6061,Sentence: 547,"doctor,",I-o
6062,Sentence: 547,i,I-o
6063,Sentence: 547,have,L-o
6064,Sentence: 547,chest,B-symptom
6065,Sentence: 547,congestion,L-symptom
6066,Sentence: 547,and,B-o
6067,Sentence: 547,think,I-o
6068,Sentence: 547,that,I-o
6069,Sentence: 547,i,I-o
6070,Sentence: 547,might,I-o
6071,Sentence: 547,have,I-o
6072,Sentence: 547,covid,L-o
6073,Sentence: 548,i,B-o
6074,Sentence: 548,have,I-o
6075,Sentence: 548,developed,L-o
6076,Sentence: 548,cough,U-symptom
6077,Sentence: 548,since,U-o
6078,Sentence: 548,yesterday,U-timeframe
6079,Sentence: 549,i,B-o
6080,Sentence: 549,am,I-o
6081,Sentence: 549,feeling,I-o
6082,Sentence: 549,sick,I-o
6083,Sentence: 549,because,I-o
6084,Sentence: 549,of,L-o
6085,Sentence: 549,vomiting,U-symptom
6086,Sentence: 549,for,B-o
6087,Sentence: 549,quite,I-o
6088,Sentence: 549,some,I-o
6089,Sentence: 549,time,I-o
6090,Sentence: 549,now,L-o
6091,Sentence: 550,i,B-o
6092,Sentence: 550,did,I-o
6093,Sentence: 550,not,I-o
6094,Sentence: 550,meet,L-o
6095,Sentence: 550,shen,U-first-name
6096,Sentence: 550,sing,U-last-name
6097,Sentence: 550,yesterday,B-o
6098,Sentence: 550,because,I-o
6099,Sentence: 550,i,I-o
6100,Sentence: 550,have,L-o
6101,Sentence: 550,muscle,B-symptom
6102,Sentence: 550,ache,L-symptom
6103,Sentence: 550,which,B-o
6104,Sentence: 550,might,I-o
6105,Sentence: 550,be,I-o
6106,Sentence: 550,indicative,I-o
6107,Sentence: 550,of,I-o
6108,Sentence: 550,covid,L-o
6109,Sentence: 551,i,B-o
6110,Sentence: 551,had,I-o
6111,Sentence: 551,gone,I-o
6112,Sentence: 551,to,I-o
6113,Sentence: 551,meet,I-o
6114,Sentence: 551,my,I-o
6115,Sentence: 551,friend,L-o
6116,Sentence: 551,bing,U-first-name
6117,Sentence: 551,geng,U-last-name
6118,Sentence: 552,have,B-o
6119,Sentence: 552,you,I-o
6120,Sentence: 552,had,L-o
6121,Sentence: 552,headache,U-symptom
6122,Sentence: 552,or,U-o
6123,Sentence: 552,difficulty,B-symptom
6124,Sentence: 552,breathing,L-symptom
6125,Sentence: 552,since,U-o
6126,Sentence: 552,this,B-timeframe
6127,Sentence: 552,morning,L-timeframe
6128,Sentence: 553,i,B-o
6129,Sentence: 553,developed,L-o
6130,Sentence: 553,dry,B-symptom
6131,Sentence: 553,cough,L-symptom
6132,Sentence: 553,and,U-o
6133,Sentence: 553,fever,U-symptom
6134,Sentence: 554,i,B-o
6135,Sentence: 554,am,I-o
6136,Sentence: 554,feeling,I-o
6137,Sentence: 554,sick,I-o
6138,Sentence: 554,because,I-o
6139,Sentence: 554,of,L-o
6140,Sentence: 554,shortness,B-symptom
6141,Sentence: 554,of,I-symptom
6142,Sentence: 554,breath,L-symptom
6143,Sentence: 555,i,B-o
6144,Sentence: 555,am,I-o
6145,Sentence: 555,feeling,I-o
6146,Sentence: 555,sick,I-o
6147,Sentence: 555,because,I-o
6148,Sentence: 555,of,L-o
6149,Sentence: 555,headache,U-symptom
6150,Sentence: 555,and,U-o
6151,Sentence: 555,nausea,U-symptom
6152,Sentence: 556,are,B-o
6153,Sentence: 556,you,I-o
6154,Sentence: 556,sure,I-o
6155,Sentence: 556,you,I-o
6156,Sentence: 556,have,L-o
6157,Sentence: 556,fatigue,U-symptom
6158,Sentence: 556,and,U-o
6159,Sentence: 556,muscle,B-symptom
6160,Sentence: 556,ache,L-symptom
6161,Sentence: 557,i,B-o
6162,Sentence: 557,did,I-o
6163,Sentence: 557,not,I-o
6164,Sentence: 557,meet,L-o
6165,Sentence: 557,zan,U-first-name
6166,Sentence: 557,bi,U-last-name
6167,Sentence: 557,yesterday,B-o
6168,Sentence: 557,because,I-o
6169,Sentence: 557,i,I-o
6170,Sentence: 557,have,L-o
6171,Sentence: 557,difficulty,B-symptom
6172,Sentence: 557,breathing,L-symptom
6173,Sentence: 557,which,B-o
6174,Sentence: 557,might,I-o
6175,Sentence: 557,be,I-o
6176,Sentence: 557,indicative,I-o
6177,Sentence: 557,of,I-o
6178,Sentence: 557,covid,L-o
6179,Sentence: 558,is,B-o
6180,Sentence: 558,your,L-o
6181,Sentence: 558,body,B-symptom
6182,Sentence: 558,ache,L-symptom
6183,Sentence: 558,severe,U-o
6184,Sentence: 559,i,B-o
6185,Sentence: 559,did,I-o
6186,Sentence: 559,not,I-o
6187,Sentence: 559,meet,L-o
6188,Sentence: 559,on,U-first-name
6189,Sentence: 559,u,U-last-name
6190,Sentence: 559,yesterday,B-o
6191,Sentence: 559,because,I-o
6192,Sentence: 559,i,I-o
6193,Sentence: 559,have,L-o
6194,Sentence: 559,tiredness,U-symptom
6195,Sentence: 559,which,B-o
6196,Sentence: 559,might,I-o
6197,Sentence: 559,be,I-o
6198,Sentence: 559,indicative,I-o
6199,Sentence: 559,of,I-o
6200,Sentence: 559,covid,L-o
6201,Sentence: 560,i,B-o
6202,Sentence: 560,developed,L-o
6203,Sentence: 560,muscle,B-symptom
6204,Sentence: 560,ache,L-symptom
6205,Sentence: 560,and,U-o
6206,Sentence: 560,loss,B-symptom
6207,Sentence: 560,of,I-symptom
6208,Sentence: 560,taste,L-symptom
6209,Sentence: 561,have,B-o
6210,Sentence: 561,you,I-o
6211,Sentence: 561,had,L-o
6212,Sentence: 561,discolouration,B-symptom
6213,Sentence: 561,of,I-symptom
6214,Sentence: 561,fingers,L-symptom
6215,Sentence: 561,since,U-o
6216,Sentence: 561,this,B-timeframe
6217,Sentence: 561,morning,L-timeframe
6218,Sentence: 562,i,B-o
6219,Sentence: 562,think,I-o
6220,Sentence: 562,i,I-o
6221,Sentence: 562,should,I-o
6222,Sentence: 562,get,I-o
6223,Sentence: 562,a,I-o
6224,Sentence: 562,covid,I-o
6225,Sentence: 562,test,I-o
6226,Sentence: 562,done,I-o
6227,Sentence: 562,because,I-o
6228,Sentence: 562,i,I-o
6229,Sentence: 562,have,I-o
6230,Sentence: 562,symptoms,I-o
6231,Sentence: 562,like,L-o
6232,Sentence: 562,chest,B-symptom
6233,Sentence: 562,pressure,L-symptom
6234,Sentence: 562,and,U-o
6235,Sentence: 562,dry,B-symptom
6236,Sentence: 562,cough,L-symptom
6237,Sentence: 563,is,U-o
6238,Sentence: 563,chest,B-symptom
6239,Sentence: 563,congestion,L-symptom
6240,Sentence: 563,a,B-o
6241,Sentence: 563,symptom,I-o
6242,Sentence: 563,of,I-o
6243,Sentence: 563,covid,I-o
6244,Sentence: 563,because,I-o
6245,Sentence: 563,i,I-o
6246,Sentence: 563,think,I-o
6247,Sentence: 563,i,I-o
6248,Sentence: 563,might,I-o
6249,Sentence: 563,be,I-o
6250,Sentence: 563,have,I-o
6251,Sentence: 563,it,L-o
6252,Sentence: 564,have,B-o
6253,Sentence: 564,you,I-o
6254,Sentence: 564,had,L-o
6255,Sentence: 564,diarrhea,U-symptom
6256,Sentence: 564,since,U-o
6257,Sentence: 564,last,B-timeframe
6258,Sentence: 564,month,L-timeframe
6259,Sentence: 565,is,U-o
6260,Sentence: 565,conjunctivitis,U-symptom
6261,Sentence: 565,a,B-o
6262,Sentence: 565,symptom,I-o
6263,Sentence: 565,of,I-o
6264,Sentence: 565,covid,I-o
6265,Sentence: 565,because,I-o
6266,Sentence: 565,i,I-o
6267,Sentence: 565,think,I-o
6268,Sentence: 565,i,I-o
6269,Sentence: 565,might,I-o
6270,Sentence: 565,be,I-o
6271,Sentence: 565,have,I-o
6272,Sentence: 565,it,L-o
6273,Sentence: 566,have,B-o
6274,Sentence: 566,you,I-o
6275,Sentence: 566,had,L-o
6276,Sentence: 566,muscle,B-symptom
6277,Sentence: 566,ache,L-symptom
6278,Sentence: 566,or,U-o
6279,Sentence: 566,vomiting,U-symptom
6280,Sentence: 566,since,U-o
6281,Sentence: 566,this,B-timeframe
6282,Sentence: 566,morning,L-timeframe
6283,Sentence: 567,are,B-o
6284,Sentence: 567,you,I-o
6285,Sentence: 567,sure,I-o
6286,Sentence: 567,you,I-o
6287,Sentence: 567,have,L-o
6288,Sentence: 567,shortness,B-symptom
6289,Sentence: 567,of,I-symptom
6290,Sentence: 567,breath,L-symptom
6291,Sentence: 567,and,U-o
6292,Sentence: 567,cough,U-symptom
6293,Sentence: 568,when,B-o
6294,Sentence: 568,did,I-o
6295,Sentence: 568,you,I-o
6296,Sentence: 568,develop,L-o
6297,Sentence: 568,cough,U-symptom
6298,Sentence: 568,and,U-o
6299,Sentence: 568,sore,B-symptom
6300,Sentence: 568,throat,L-symptom
6301,Sentence: 569,have,B-o
6302,Sentence: 569,you,I-o
6303,Sentence: 569,had,L-o
6304,Sentence: 569,chest,B-symptom
6305,Sentence: 569,congestion,L-symptom
6306,Sentence: 569,or,U-o
6307,Sentence: 569,dry,B-symptom
6308,Sentence: 569,cough,L-symptom
6309,Sentence: 569,since,U-o
6310,Sentence: 569,last,B-timeframe
6311,Sentence: 569,week,L-timeframe
6312,Sentence: 570,yes,B-o
6313,Sentence: 570,i,I-o
6314,Sentence: 570,think,I-o
6315,Sentence: 570,my,L-o
6316,Sentence: 570,vomiting,U-symptom
6317,Sentence: 570,is,B-o
6318,Sentence: 570,quite,I-o
6319,Sentence: 570,severe,L-o
6320,Sentence: 571,is,B-o
6321,Sentence: 571,your,L-o
6322,Sentence: 571,conjunctivitis,U-symptom
6323,Sentence: 571,severe,U-o
6324,Sentence: 572,have,B-o
6325,Sentence: 572,you,I-o
6326,Sentence: 572,asked,I-o
6327,Sentence: 572,any,I-o
6328,Sentence: 572,doctor,I-o
6329,Sentence: 572,about,I-o
6330,Sentence: 572,your,L-o
6331,Sentence: 572,sore,B-symptom
6332,Sentence: 572,throat,L-symptom
6333,Sentence: 572,and,U-o
6334,Sentence: 572,shortness,B-symptom
6335,Sentence: 572,of,I-symptom
6336,Sentence: 572,breath,L-symptom
6337,Sentence: 573,i,B-o
6338,Sentence: 573,developed,L-o
6339,Sentence: 573,sore,B-symptom
6340,Sentence: 573,throat,L-symptom
6341,Sentence: 573,and,U-o
6342,Sentence: 573,headache,U-symptom
6343,Sentence: 574,evening,U-exclamation
6344,Sentence: 574,can,B-o
6345,Sentence: 574,you,I-o
6346,Sentence: 574,recommend,I-o
6347,Sentence: 574,me,I-o
6348,Sentence: 574,a,I-o
6349,Sentence: 574,good,I-o
6350,Sentence: 574,"doctor,",I-o
6351,Sentence: 574,i,I-o
6352,Sentence: 574,think,I-o
6353,Sentence: 574,i,I-o
6354,Sentence: 574,have,L-o
6355,Sentence: 574,fever,U-symptom
6356,Sentence: 575,i,B-o
6357,Sentence: 575,did,I-o
6358,Sentence: 575,not,I-o
6359,Sentence: 575,meet,L-o
6360,Sentence: 575,dewei,U-first-name
6361,Sentence: 575,wing,U-last-name
6362,Sentence: 575,yesterday,B-o
6363,Sentence: 575,because,I-o
6364,Sentence: 575,i,I-o
6365,Sentence: 575,have,L-o
6366,Sentence: 575,headache,U-symptom
6367,Sentence: 575,which,B-o
6368,Sentence: 575,might,I-o
6369,Sentence: 575,be,I-o
6370,Sentence: 575,indicative,I-o
6371,Sentence: 575,of,I-o
6372,Sentence: 575,covid,L-o
6373,Sentence: 576,i,B-o
6374,Sentence: 576,developed,L-o
6375,Sentence: 576,loss,B-symptom
6376,Sentence: 576,of,I-symptom
6377,Sentence: 576,smell,L-symptom
6378,Sentence: 576,for,B-o
6379,Sentence: 576,the,I-o
6380,Sentence: 576,past,I-o
6381,Sentence: 576,few,I-o
6382,Sentence: 576,days,L-o
6383,Sentence: 577,i,B-o
6384,Sentence: 577,developed,L-o
6385,Sentence: 577,nausea,U-symptom
6386,Sentence: 578,i,B-o
6387,Sentence: 578,am,I-o
6388,Sentence: 578,feeling,I-o
6389,Sentence: 578,sick,I-o
6390,Sentence: 578,because,I-o
6391,Sentence: 578,of,L-o
6392,Sentence: 578,cough,U-symptom
6393,Sentence: 578,and,B-o
6394,Sentence: 578,i,I-o
6395,Sentence: 578,think,I-o
6396,Sentence: 578,i,I-o
6397,Sentence: 578,might,I-o
6398,Sentence: 578,have,I-o
6399,Sentence: 578,covid,L-o
6400,Sentence: 579,did,B-o
6401,Sentence: 579,you,I-o
6402,Sentence: 579,have,L-o
6403,Sentence: 579,shortness,B-symptom
6404,Sentence: 579,of,I-symptom
6405,Sentence: 579,breath,L-symptom
6406,Sentence: 579,and,U-o
6407,Sentence: 579,muscle,B-symptom
6408,Sentence: 579,ache,L-symptom
6409,Sentence: 580,since,B-o
6410,Sentence: 580,when,I-o
6411,Sentence: 580,do,I-o
6412,Sentence: 580,you,I-o
6413,Sentence: 580,have,L-o
6414,Sentence: 580,headache,U-symptom
6415,Sentence: 580,and,U-o
6416,Sentence: 580,chest,B-symptom
6417,Sentence: 580,congestion,L-symptom
6418,Sentence: 581,i,B-o
6419,Sentence: 581,developed,L-o
6420,Sentence: 581,headache,U-symptom
6421,Sentence: 581,since,U-o
6422,Sentence: 581,last,B-timeframe
6423,Sentence: 581,month,L-timeframe
6424,Sentence: 582,good,B-exclamation
6425,Sentence: 582,evening,L-exclamation
6426,Sentence: 582,can,B-o
6427,Sentence: 582,you,I-o
6428,Sentence: 582,recommend,I-o
6429,Sentence: 582,me,I-o
6430,Sentence: 582,a,I-o
6431,Sentence: 582,good,I-o
6432,Sentence: 582,"doctor,",I-o
6433,Sentence: 582,i,I-o
6434,Sentence: 582,have,L-o
6435,Sentence: 582,tiredness,U-symptom
6436,Sentence: 582,and,B-o
6437,Sentence: 582,think,I-o
6438,Sentence: 582,that,I-o
6439,Sentence: 582,i,I-o
6440,Sentence: 582,might,I-o
6441,Sentence: 582,have,I-o
6442,Sentence: 582,covid,L-o
6443,Sentence: 583,i,B-o
6444,Sentence: 583,have,L-o
6445,Sentence: 583,loss,B-symptom
6446,Sentence: 583,of,I-symptom
6447,Sentence: 583,movement,L-symptom
6448,Sentence: 583,and,B-o
6449,Sentence: 583,i,I-o
6450,Sentence: 583,think,I-o
6451,Sentence: 583,i,I-o
6452,Sentence: 583,might,I-o
6453,Sentence: 583,have,I-o
6454,Sentence: 583,covid,L-o
6455,Sentence: 584,i,B-o
6456,Sentence: 584,did,I-o
6457,Sentence: 584,not,I-o
6458,Sentence: 584,meet,L-o
6459,Sentence: 584,genjo,U-first-name
6460,Sentence: 584,foo,U-last-name
6461,Sentence: 584,yesterday,B-o
6462,Sentence: 584,because,I-o
6463,Sentence: 584,i,I-o
6464,Sentence: 584,have,L-o
6465,Sentence: 584,loss,B-symptom
